Decile ID,Decile,Good ID,Good,Expenditures,Expenditures -- margin of error,Share,Share of margin of error,Calculated population size,Average number of persons,Average number of consumer units
,,r066,cabbages -- fresh,130,40,..,..,416960,2.3,1.65
,,r067,vegetables cultivated for their fruit -- fresh ,1190,160,0.5,0.1,416960,2.3,1.65
,,r068,onion -- leek -- fresh,210,40,..,..,416960,2.3,1.65
,,r069,mashrooms -- fresh,60,30,..,..,416960,2.3,1.65
,,r070,soups -- vegetabledishes,430,90,..,..,416960,2.3,1.65
,,r071,root crops,240,90,..,..,416960,2.3,1.65
,,r072,potatoes,410,70,..,..,416960,2.3,1.65
,,r073,products of potatoes (french fries -- mashed potatoes),370,90,..,..,416960,2.3,1.65
,,r074,vegetables - unspecified,60,40,..,..,416960,2.3,1.65
,,r075,sugar and sweets,3250,410,1.3,0.2,416960,2.3,1.65
,,r076,sugar -- jam -- honey -- chocolate and confectionery,270,70,..,..,416960,2.3,1.65
,,r077,jams -- marmelade,170,60,..,..,416960,2.3,1.65
,,r078,ice cream,550,140,0.2,0.1,416960,2.3,1.65
,,r079,other suger products,2260,350,0.9,0.1,416960,2.3,1.65
,,r080,sauces -- condiments,510,100,0.2,0.1,416960,2.3,1.65
,,r081,salt -- spices and culinary herbs,320,80,..,..,416960,2.3,1.65
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,250,60,..,..,416960,2.3,1.65
,,r083,snacks,290,80,..,..,416960,2.3,1.65
,,r084,unspec provisions,2400,1380,0.9,0.5,416960,2.3,1.65
,,r085,non alcoholic beverages,2570,330,1.1,0.1,416960,2.3,1.65
,,r086,fruit- and vegetable juices,410,100,..,..,416960,2.3,1.65
,,r087,soft drinks,1030,200,0.4,0.1,416960,2.3,1.65
,,r088,mineral or spring waters,190,70,..,..,416960,2.3,1.65
,,r089,coffee,780,150,0.3,0.1,416960,2.3,1.65
,,r090,tee,120,40,..,..,416960,2.3,1.65
,,r091,cacao,40,30,..,..,416960,2.3,1.65
,,r092,dinner out,9490,2060,3.6,0.9,416960,2.3,1.65
,,r093,alcoholic beverages (with low-strength beer),3060,840,1.1,0.3,416960,2.3,1.65
,,r094,tobacco ,1730,690,0.7,0.3,416960,2.3,1.65
,,r095,consumer goods,5980,1000,2.3,0.3,416960,2.3,1.65
,,r096,personal hygiene,3350,810,1.2,0.3,416960,2.3,1.65
,,r097,other consumption purposes,2630,590,1.1,0.2,416960,2.3,1.65
,,r098,domestic services,11640,2330,4.5,0.8,416960,2.3,1.65
,,r099,childminding,1290,440,0.5,0.2,416960,2.3,1.65
,,r100,charge of skill -- other insurance,4130,740,1.7,0.3,416960,2.3,1.65
,,r101,other services,6220,2290,2.3,0.8,416960,2.3,1.65
,,r102,clothing and footwear,10640,2940,3.8,0.9,416960,2.3,1.65
,,r103,clothing,9130,2640,3.2,0.9,416960,2.3,1.65
,,r104, outdoor clothes,1760,1730,0.6,0.5,416960,2.3,1.65
,,r105,other clothes,5220,1670,1.9,0.6,416960,2.3,1.65
,,r106,underwear,1330,730,0.4,0.2,416960,2.3,1.65
,,r107,accessoarer -- hats -- caps -- gloves etc.,220,110,..,..,416960,2.3,1.65
,,r108,footwear,1510,820,0.6,0.3,416960,2.3,1.65
,,r109,housing,66370,5430,26.2,1.5,416960,2.3,1.65
,,r110,actual rentals for housing (incl. garage),29310,4630,11.7,1.9,416960,2.3,1.65
,,r111,reparations,6800,4080,1.9,0.8,416960,2.3,1.65
,,r112,householder´s comprehensive insurance,1990,190,0.9,0.1,416960,2.3,1.65
,,r113,services associates with housing ,4320,900,1.9,0.4,416960,2.3,1.65
,,r114,electicity -- gas and other fuels ,8470,1080,3.7,0.6,416960,2.3,1.65
,,r115,interests (gross),11080,2400,4.2,0.9,416960,2.3,1.65
,,r116,furnishings -- household equipment and routine maintenance of the house,13120,2880,4.6,0.9,416960,2.3,1.65
,,r117,furniture and furnishings -- carpets and other floor coverings,6240,1970,2.1,0.6,416960,2.3,1.65
,,r118,textile,1010,510,0.4,0.2,416960,2.3,1.65
,,r119,household applience,5870,1280,2.1,0.4,416960,2.3,1.65
,,r120,health and hospital services,7030,2460,2.3,0.7,416960,2.3,1.65
,,r121,transport,54740,11100,17.7,2.3,416960,2.3,1.65
,,r122,purchase of new motor-cars,23420,14440,5.5,2.8,416960,2.3,1.65
,,r123,purchase of other vehicles,-2420,6790,-0.3,1.2,416960,2.3,1.65
,,r124,operation of motor-cars,26730,5440,9.9,1.5,416960,2.3,1.65
,,r125,interests (motorcars - gross) -- licence duty,2110,480,0.9,0.1,416960,2.3,1.65
,,r126,operation of other vehicles,1370,1320,0.5,0.4,416960,2.3,1.65
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,416960,2.3,1.65
,,r128,services of transport,3490,1390,1.2,0.4,416960,2.3,1.65
,,r129,leisure time and culture,48800,5480,18.2,1.3,416960,2.3,1.65
,,r130,weekend cottage,2720,1070,1.0,0.4,416960,2.3,1.65
,,r131,radio and tv,2700,820,0.9,0.3,416960,2.3,1.65
,,r132,sport and hobby,3130,970,1.1,0.3,416960,2.3,1.65
,,r133,watch -- camera -- photographic and cinematographic equipment,1260,540,0.5,0.2,416960,2.3,1.65
,,r134,holidays -- hotels,11990,3670,4.2,1.0,416960,2.3,1.65
,,r135,other spare time,10940,3300,4.0,0.9,416960,2.3,1.65
,,r136,entertainment,640,340,0.2,0.1,416960,2.3,1.65
,,r137,books -- newspapers -- television taxes,9360,1210,3.7,0.4,416960,2.3,1.65
,,r138,mobiltelephone (callcharge and subscription fee),2210,560,0.9,0.2,416960,2.3,1.65
,,r139,telephone (callcharge and subscription fee),3830,330,1.6,0.2,416960,2.3,1.65
D7,decil 7,r001,total expenditures,297880,17470,100.0,0.0,417100,2.7,1.86
,,r002,food,34650,2050,12.5,0.9,417100,2.7,1.86
,,r003,bread and cereals,5750,430,2.1,0.2,417100,2.7,1.86
,,r004,rice and products of rice -- of which:,250,60,..,..,417100,2.7,1.86
,,r005,rice,120,40,..,..,417100,2.7,1.86
,,r006,products of rice,130,50,..,..,417100,2.7,1.86
,,r007,pasta products,380,80,..,..,417100,2.7,1.86
,,r008,flour -- grain,900,200,0.3,0.1,417100,2.7,1.86
,,r009,bread -- of which:,2560,210,0.9,0.1,417100,2.7,1.86
,,r010,hard bread,350,60,..,..,417100,2.7,1.86
,,r011,soft white bread,540,90,..,..,417100,2.7,1.86
,,r012,soft brown bread,510,90,..,..,417100,2.7,1.86
,,r013,soft light bread,690,100,..,..,417100,2.7,1.86
,,r014,bread unspecified,470,110,..,..,417100,2.7,1.86
,,r015,pastry-cook products,1650,230,0.6,0.1,417100,2.7,1.86
,,r016,meat,6430,670,2.3,0.3,417100,2.7,1.86
,,r017,fresh -- chilled or frozen meat of bovine animals,760,200,0.3,0.1,417100,2.7,1.86
,,r018,fresh -- chilled or frozen meat of pig,1340,310,0.4,0.1,417100,2.7,1.86
,,r019,fresh -- chilled or frozen meat of sheep and goat,180,150,..,..,417100,2.7,1.86
,,r020,fresh -- chilled or frozen meat of poultry,500,140,0.2,0.1,417100,2.7,1.86
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,417100,2.7,1.86
,,r022,dried -- salted or smoked meat of pig,1480,290,0.5,0.1,417100,2.7,1.86
,,r023,dried -- salted or smoked other meats,250,80,..,..,417100,2.7,1.86
,,r024,meat -- sausages and meat of sandwiches,1050,160,0.4,0.1,417100,2.7,1.86
,,r025,pastry -- cured meats and provisions,300,110,..,..,417100,2.7,1.86
,,r026,meatdishes,360,90,..,..,417100,2.7,1.86
,,r027,meat - unspecified,180,150,..,..,417100,2.7,1.86
,,r028,fish,2040,340,0.7,0.1,417100,2.7,1.86
,,r029,fresh -- chilled or frozen fish -- of which:,660,170,0.2,0.1,417100,2.7,1.86
,,r030,codfish,130,60,..,..,417100,2.7,1.86
,,r031,salomonfish,310,100,..,..,417100,2.7,1.86
,,r032,herring,..,..,..,..,417100,2.7,1.86
,,r033,other fish,210,110,..,..,417100,2.7,1.86
,,r034,seafood,380,230,..,..,417100,2.7,1.86
,,r035,caviar -- roes -- other fishproducts,140,50,..,..,417100,2.7,1.86
,,r036,fish and seafood dishes,850,180,0.3,0.1,417100,2.7,1.86
,,r037,fish and seafood - unspecified,..,..,..,..,417100,2.7,1.86
,,r038,milk -- cheese and eggs,5960,460,2.2,0.2,417100,2.7,1.86
,,r039,milk (fat >=1 --5%),340,100,0.2,0.1,417100,2.7,1.86
,,r040,low fat milk (fat <1 --5%),1040,120,0.4,0.1,417100,2.7,1.86
,,r041,preserved milk,50,40,..,..,417100,2.7,1.86
,,r042,yoghurt and sour milk,1050,220,0.4,0.1,417100,2.7,1.86
,,r043,cream -- sour cream (fat>=29%),300,50,..,..,417100,2.7,1.86
,,r044,cream -- sour cream (fat<29%),400,60,..,..,417100,2.7,1.86
,,r045,cheese (fat >=17%),1510,190,0.6,0.1,417100,2.7,1.86
,,r046,cheese (fat <17%),780,130,0.3,0.1,417100,2.7,1.86
,,r047,eggs,470,70,..,..,417100,2.7,1.86
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,417100,2.7,1.86
,,r049,oils and fats,860,100,..,..,417100,2.7,1.86
,,r050,butter,250,50,..,..,417100,2.7,1.86
,,r051,margarine (fat>=40%),250,50,..,..,417100,2.7,1.86
,,r052,margarine (fat<40%),150,30,..,..,417100,2.7,1.86
,,r053,olive oil -- cooking oil -- mayonnaise,200,60,..,..,417100,2.7,1.86
,,r054,fruit and berries,3010,330,1.1,0.1,417100,2.7,1.86
,,r055,apples,440,90,..,..,417100,2.7,1.86
,,r056,pears,120,30,..,..,417100,2.7,1.86
,,r057,bananas,610,90,..,..,417100,2.7,1.86
,,r058,citrus fruits,520,110,..,..,417100,2.7,1.86
,,r059,other fresh fruit,370,80,..,..,417100,2.7,1.86
,,r060,dried fruit,440,100,..,..,417100,2.7,1.86
,,r061,berries,340,80,..,..,417100,2.7,1.86
,,r062,preserved fruit and fruit based products,130,40,..,..,417100,2.7,1.86
,,r063,others fruit and berries,..,..,..,..,417100,2.7,1.86
,,r064,vegetables,3800,360,1.4,0.2,417100,2.7,1.86
,,r065,leaf and stem vegetables,480,80,..,..,417100,2.7,1.86
,,r066,cabbages -- fresh,140,30,..,..,417100,2.7,1.86
,,r067,vegetables cultivated for their fruit -- fresh ,1300,160,0.5,0.1,417100,2.7,1.86
,,r068,onion -- leek -- fresh,200,40,..,..,417100,2.7,1.86
,,r069,mashrooms -- fresh,50,30,..,..,417100,2.7,1.86
,,r070,soups -- vegetabledishes,600,100,..,..,417100,2.7,1.86
,,r071,root crops,200,50,..,..,417100,2.7,1.86
,,r072,potatoes,390,70,..,..,417100,2.7,1.86
,,r073,products of potatoes (french fries -- mashed potatoes),360,90,..,..,417100,2.7,1.86
,,r074,vegetables - unspecified,70,50,..,..,417100,2.7,1.86
,,r075,sugar and sweets,3520,320,1.3,0.1,417100,2.7,1.86
,,r076,sugar -- jam -- honey -- chocolate and confectionery,270,60,..,..,417100,2.7,1.86
,,r077,jams -- marmelade,220,50,..,..,417100,2.7,1.86
,,r078,ice cream,770,140,0.3,0.1,417100,2.7,1.86
,,r079,other suger products,2260,270,0.8,0.1,417100,2.7,1.86
,,r080,sauces -- condiments,540,100,..,..,417100,2.7,1.86
,,r081,salt -- spices and culinary herbs,350,90,..,..,417100,2.7,1.86
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,270,60,..,..,417100,2.7,1.86
,,r083,snacks,380,90,..,..,417100,2.7,1.86
,,r084,unspec provisions,1760,1220,0.6,0.4,417100,2.7,1.86
,,r085,non alcoholic beverages,2890,330,1.0,0.2,417100,2.7,1.86
,,r086,fruit- and vegetable juices,550,110,..,..,417100,2.7,1.86
,,r087,soft drinks,1200,260,0.4,0.1,417100,2.7,1.86
,,r088,mineral or spring waters,200,60,..,..,417100,2.7,1.86
,,r089,coffee,810,150,0.3,0.1,417100,2.7,1.86
,,r090,tee,100,50,..,..,417100,2.7,1.86
,,r091,cacao,30,20,..,..,417100,2.7,1.86
,,r092,dinner out,9700,1750,2.9,0.6,417100,2.7,1.86
,,r093,alcoholic beverages (with low-strength beer),3430,610,1.2,0.2,417100,2.7,1.86
,,r094,tobacco ,2480,690,0.9,0.3,417100,2.7,1.86
,,r095,consumer goods,5950,790,2.0,0.3,417100,2.7,1.86
,,r096,personal hygiene,3550,590,1.2,0.2,417100,2.7,1.86
,,r097,other consumption purposes,2400,360,0.8,0.1,417100,2.7,1.86
,,r098,domestic services,14480,2510,4.4,0.6,417100,2.7,1.86
,,r099,childminding,2330,540,0.8,0.2,417100,2.7,1.86
,,r100,charge of skill -- other insurance,5970,580,2.1,0.2,417100,2.7,1.86
,,r101,other services,6180,2380,1.6,0.5,417100,2.7,1.86
,,r102,clothing and footwear,12870,3100,3.5,0.9,417100,2.7,1.86
,,r103,clothing,11750,3030,3.1,0.9,417100,2.7,1.86
,,r104, outdoor clothes,2730,2070,0.7,0.4,417100,2.7,1.86
,,r105,other clothes,6310,1550,1.7,0.6,417100,2.7,1.86
,,r106,underwear,1520,540,0.4,0.2,417100,2.7,1.86
,,r107,accessoarer -- hats -- caps -- gloves etc.,560,240,0.2,0.1,417100,2.7,1.86
,,r108,footwear,1120,460,0.4,0.2,417100,2.7,1.86
,,r109,housing,71490,3880,25.5,1.6,417100,2.7,1.86
,,r110,actual rentals for housing (incl. garage),26440,4140,10.2,1.7,417100,2.7,1.86
,,r111,reparations,6500,2420,1.9,0.7,417100,2.7,1.86
,,r112,householder´s comprehensive insurance,2260,250,0.8,0.1,417100,2.7,1.86
,,r113,services associates with housing ,5100,840,1.9,0.6,417100,2.7,1.86
,,r114,electicity -- gas and other fuels ,12110,1390,4.3,0.6,417100,2.7,1.86
,,r115,interests (gross),14000,2410,4.4,0.8,417100,2.7,1.86
,,r116,furnishings -- household equipment and routine maintenance of the house,19150,3090,5.6,0.9,417100,2.7,1.86
,,r117,furniture and furnishings -- carpets and other floor coverings,8380,1940,2.4,0.6,417100,2.7,1.86
,,r118,textile,2280,1190,0.7,0.4,417100,2.7,1.86
,,r119,household applience,8480,1500,2.6,0.4,417100,2.7,1.86
,,r120,health and hospital services,5360,1730,1.7,0.5,417100,2.7,1.86
,,r121,transport,57670,13250,20.3,4.0,417100,2.7,1.86
,,r122,purchase of new motor-cars,24360,6860,5.5,1.7,417100,2.7,1.86
,,r123,purchase of other vehicles,-3330,8920,..,..,417100,2.7,1.86
,,r124,operation of motor-cars,29040,6620,9.4,1.3,417100,2.7,1.86
,,r125,interests (motorcars - gross) -- licence duty,2780,370,1.0,0.1,417100,2.7,1.86
,,r126,operation of other vehicles,1230,680,0.4,0.2,417100,2.7,1.86
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),30,10,..,..,417100,2.7,1.86
,,r128,services of transport,3580,1230,1.3,0.6,417100,2.7,1.86
,,r129,leisure time and culture,55770,5200,18.0,1.5,417100,2.7,1.86
,,r130,weekend cottage,3450,1110,1.1,0.4,417100,2.7,1.86
,,r131,radio and tv,3690,950,1.1,0.3,417100,2.7,1.86
,,r132,sport and hobby,5980,2230,1.7,0.6,417100,2.7,1.86
,,r133,watch -- camera -- photographic and cinematographic equipment,3310,1170,0.8,0.3,417100,2.7,1.86
,,r134,holidays -- hotels,11650,2530,3.9,0.8,417100,2.7,1.86
,,r135,other spare time,9420,2990,2.9,0.7,417100,2.7,1.86
,,r136,entertainment,1290,590,0.4,0.2,417100,2.7,1.86
,,r137,books -- newspapers -- television taxes,10760,1320,3.7,0.4,417100,2.7,1.86
,,r138,mobiltelephone (callcharge and subscription fee),2340,430,0.8,0.2,417100,2.7,1.86
,,r139,telephone (callcharge and subscription fee),3890,310,1.5,0.1,417100,2.7,1.86
D8,decil 8,r001,total expenditures,323260,17250,100.0,0.0,414530,2.8,1.95
,,r002,food,38060,2410,12.7,1.0,414530,2.8,1.95
,,r003,bread and cereals,6860,610,2.3,0.2,414530,2.8,1.95
,,r004,rice and products of rice -- of which:,300,80,..,..,414530,2.8,1.95
,,r005,rice,130,60,..,..,414530,2.8,1.95
,,r006,products of rice,170,50,..,..,414530,2.8,1.95
,,r007,pasta products,430,80,..,..,414530,2.8,1.95
,,r008,flour -- grain,1090,370,0.3,0.1,414530,2.8,1.95
,,r009,bread -- of which:,2990,230,1.0,0.1,414530,2.8,1.95
,,r010,hard bread,440,90,..,..,414530,2.8,1.95
,,r011,soft white bread,670,100,..,..,414530,2.8,1.95
,,r012,soft brown bread,540,90,..,..,414530,2.8,1.95
,,r013,soft light bread,870,120,..,..,414530,2.8,1.95
,,r014,bread unspecified,460,100,..,..,414530,2.8,1.95
,,r015,pastry-cook products,2050,290,0.7,0.1,414530,2.8,1.95
,,r016,meat,7810,780,2.5,0.2,414530,2.8,1.95
,,r017,fresh -- chilled or frozen meat of bovine animals,1110,250,0.3,0.1,414530,2.8,1.95
,,r018,fresh -- chilled or frozen meat of pig,1510,260,0.5,0.1,414530,2.8,1.95
,,r019,fresh -- chilled or frozen meat of sheep and goat,250,170,..,..,414530,2.8,1.95
,,r020,fresh -- chilled or frozen meat of poultry,760,170,0.2,0.1,414530,2.8,1.95
,,r021,dried -- salted or smoked meat and edible meat offal,40,30,..,..,414530,2.8,1.95
,,r022,dried -- salted or smoked meat of pig,1570,220,0.5,0.1,414530,2.8,1.95
,,r023,dried -- salted or smoked other meats,290,90,..,..,414530,2.8,1.95
,,r024,meat -- sausages and meat of sandwiches,1380,180,0.5,0.1,414530,2.8,1.95
,,r025,pastry -- cured meats and provisions,320,80,..,..,414530,2.8,1.95
,,r026,meatdishes,480,130,..,..,414530,2.8,1.95
,,r027,meat - unspecified,90,50,..,..,414530,2.8,1.95
,,r028,fish,2150,380,0.8,0.2,414530,2.8,1.95
,,r029,fresh -- chilled or frozen fish -- of which:,770,210,0.3,0.1,414530,2.8,1.95
,,r030,codfish,220,70,..,..,414530,2.8,1.95
,,r031,salomonfish,310,120,..,..,414530,2.8,1.95
,,r032,herring,..,..,..,..,414530,2.8,1.95
,,r033,other fish,200,130,..,..,414530,2.8,1.95
,,r034,seafood,330,120,..,..,414530,2.8,1.95
,,r035,caviar -- roes -- other fishproducts,190,50,..,..,414530,2.8,1.95
,,r036,fish and seafood dishes,850,190,0.3,0.1,414530,2.8,1.95
,,r037,fish and seafood - unspecified,..,..,..,..,414530,2.8,1.95
,,r038,milk -- cheese and eggs,6110,410,2.1,0.2,414530,2.8,1.95
,,r039,milk (fat >=1 --5%),370,90,..,..,414530,2.8,1.95
,,r040,low fat milk (fat <1 --5%),1150,140,0.4,0.1,414530,2.8,1.95
,,r041,preserved milk,..,..,..,..,414530,2.8,1.95
,,r042,yoghurt and sour milk,970,120,..,..,414530,2.8,1.95
,,r043,cream -- sour cream (fat>=29%),290,60,..,..,414530,2.8,1.95
,,r044,cream -- sour cream (fat<29%),410,70,..,..,414530,2.8,1.95
,,r045,cheese (fat >=17%),1570,180,0.5,0.1,414530,2.8,1.95
,,r046,cheese (fat <17%),850,150,0.3,0.1,414530,2.8,1.95
,,r047,eggs,470,70,..,..,414530,2.8,1.95
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,414530,2.8,1.95
,,r049,oils and fats,920,110,..,..,414530,2.8,1.95
,,r050,butter,280,60,..,..,414530,2.8,1.95
,,r051,margarine (fat>=40%),250,40,..,..,414530,2.8,1.95
,,r052,margarine (fat<40%),170,40,..,..,414530,2.8,1.95
,,r053,olive oil -- cooking oil -- mayonnaise,200,60,..,..,414530,2.8,1.95
,,r054,fruit and berries,3370,400,1.2,0.1,414530,2.8,1.95
,,r055,apples,470,110,..,..,414530,2.8,1.95
,,r056,pears,170,70,..,..,414530,2.8,1.95
,,r057,bananas,640,80,..,..,414530,2.8,1.95
,,r058,citrus fruits,550,150,0.2,0.1,414530,2.8,1.95
,,r059,other fresh fruit,420,90,..,..,414530,2.8,1.95
,,r060,dried fruit,490,120,..,..,414530,2.8,1.95
,,r061,berries,420,120,..,..,414530,2.8,1.95
,,r062,preserved fruit and fruit based products,130,40,..,..,414530,2.8,1.95
,,r063,others fruit and berries,70,40,..,..,414530,2.8,1.95
,,r064,vegetables,4270,410,1.4,0.2,414530,2.8,1.95
,,r065,leaf and stem vegetables,550,90,..,..,414530,2.8,1.95
,,r066,cabbages -- fresh,140,40,..,..,414530,2.8,1.95
,,r067,vegetables cultivated for their fruit -- fresh ,1470,160,0.5,0.1,414530,2.8,1.95
,,r068,onion -- leek -- fresh,200,40,..,..,414530,2.8,1.95
,,r069,mashrooms -- fresh,50,20,..,..,414530,2.8,1.95
,,r070,soups -- vegetabledishes,670,130,0.2,0.1,414530,2.8,1.95
,,r071,root crops,260,60,..,..,414530,2.8,1.95
,,r072,potatoes,440,70,..,..,414530,2.8,1.95
,,r073,products of potatoes (french fries -- mashed potatoes),440,90,..,..,414530,2.8,1.95
,,r074,vegetables - unspecified,70,50,..,..,414530,2.8,1.95
,,r075,sugar and sweets,3590,340,1.2,0.1,414530,2.8,1.95
,,r076,sugar -- jam -- honey -- chocolate and confectionery,200,50,..,..,414530,2.8,1.95
,,r077,jams -- marmelade,190,60,..,..,414530,2.8,1.95
,,r078,ice cream,670,130,..,..,414530,2.8,1.95
,,r079,other suger products,2540,280,0.8,0.1,414530,2.8,1.95
,,r080,sauces -- condiments,590,80,..,..,414530,2.8,1.95
,,r081,salt -- spices and culinary herbs,480,80,..,..,414530,2.8,1.95
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,350,80,..,..,414530,2.8,1.95
,,r083,snacks,450,90,..,..,414530,2.8,1.95
,,r084,unspec provisions,1090,650,0.3,0.2,414530,2.8,1.95
,,r085,non alcoholic beverages,3220,290,1.0,0.1,414530,2.8,1.95
,,r086,fruit- and vegetable juices,630,100,..,..,414530,2.8,1.95
,,r087,soft drinks,1230,180,0.4,0.1,414530,2.8,1.95
,,r088,mineral or spring waters,250,70,..,..,414530,2.8,1.95
,,r089,coffee,760,130,..,..,414530,2.8,1.95
,,r090,tee,280,100,..,..,414530,2.8,1.95
,,r091,cacao,70,20,..,..,414530,2.8,1.95
,,r092,dinner out,12360,2310,3.7,0.7,414530,2.8,1.95
,,r093,alcoholic beverages (with low-strength beer),4630,1220,1.3,0.3,414530,2.8,1.95
,,r094,tobacco ,2280,580,0.7,0.2,414530,2.8,1.95
,,r095,consumer goods,7170,840,2.2,0.2,414530,2.8,1.95
,,r096,personal hygiene,4040,650,1.2,0.2,414530,2.8,1.95
,,r097,other consumption purposes,3140,410,1.0,0.1,414530,2.8,1.95
,,r098,domestic services,17020,1800,5.4,0.5,414530,2.8,1.95
,,r099,childminding,2920,650,1.0,0.2,414530,2.8,1.95
,,r100,charge of skill -- other insurance,7920,540,2.7,0.2,414530,2.8,1.95
,,r101,other services,6180,1510,1.7,0.4,414530,2.8,1.95
,,r102,clothing and footwear,18220,3640,5.1,0.9,414530,2.8,1.95
,,r103,clothing,14540,3050,4.0,0.8,414530,2.8,1.95
,,r104, outdoor clothes,2920,1590,0.8,0.4,414530,2.8,1.95
,,r105,other clothes,8740,2160,2.4,0.5,414530,2.8,1.95
,,r106,underwear,1880,560,0.5,0.1,414530,2.8,1.95
,,r107,accessoarer -- hats -- caps -- gloves etc.,550,200,0.2,0.1,414530,2.8,1.95
,,r108,footwear,3680,1240,1.1,0.4,414530,2.8,1.95
,,r109,housing,72150,3750,24.2,1.4,414530,2.8,1.95
,,r110,actual rentals for housing (incl. garage),23160,4120,8.4,1.6,414530,2.8,1.95
,,r111,reparations,5930,1970,1.7,0.5,414530,2.8,1.95
,,r112,householder´s comprehensive insurance,2360,270,0.8,0.1,414530,2.8,1.95
,,r113,services associates with housing ,5740,780,2.0,0.3,414530,2.8,1.95
,,r114,electicity -- gas and other fuels ,12540,1190,4.3,0.5,414530,2.8,1.95
,,r115,interests (gross),16650,2460,5.1,0.8,414530,2.8,1.95
,,r116,furnishings -- household equipment and routine maintenance of the house,20330,5600,5.4,0.9,414530,2.8,1.95
,,r117,furniture and furnishings -- carpets and other floor coverings,10250,4450,2.6,0.7,414530,2.8,1.95
,,r118,textile,..,..,0.6,0.4,414530,2.8,1.95
,,r119,household applience,7080,1220,2.1,0.3,414530,2.8,1.95
,,r120,health and hospital services,6460,1920,1.9,0.5,414530,2.8,1.95
,,r121,transport,62740,8450,18.1,2.0,414530,2.8,1.95
,,r122,purchase of new motor-cars,22210,6450,6.0,1.9,414530,2.8,1.95
,,r123,purchase of other vehicles,..,..,..,..,414530,2.8,1.95
,,r124,operation of motor-cars,29860,3790,9.5,0.9,414530,2.8,1.95
,,r125,interests (motorcars - gross) -- licence duty,2630,290,0.9,0.1,414530,2.8,1.95
,,r126,operation of other vehicles,2530,1720,0.6,0.3,414530,2.8,1.95
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,414530,2.8,1.95
,,r128,services of transport,3480,980,1.0,0.2,414530,2.8,1.95
,,r129,leisure time and culture,55990,4930,17.3,1.2,414530,2.8,1.95
,,r130,weekend cottage,1990,850,0.7,0.3,414530,2.8,1.95
,,r131,radio and tv,3450,710,1.0,0.2,414530,2.8,1.95
,,r132,sport and hobby,5860,1400,1.6,0.3,414530,2.8,1.95
,,r133,watch -- camera -- photographic and cinematographic equipment,2150,790,0.7,0.3,414530,2.8,1.95
,,r134,holidays -- hotels,13330,2860,4.1,1.0,414530,2.8,1.95
,,r135,other spare time,9670,1590,2.9,0.5,414530,2.8,1.95
,,r136,entertainment,1640,640,0.5,0.2,414530,2.8,1.95
,,r137,books -- newspapers -- television taxes,10930,1260,3.4,0.3,414530,2.8,1.95
,,r138,mobiltelephone (callcharge and subscription fee),2590,440,0.8,0.1,414530,2.8,1.95
,,r139,telephone (callcharge and subscription fee),4400,290,1.6,0.1,414530,2.8,1.95
D9,decil 9,r001,total expenditures,397080,17050,100.0,0.0,411540,3.2,2.09
,,r002,food,44550,2520,12.0,0.7,411540,3.2,2.09
,,r003,bread and cereals,7150,510,1.9,0.2,411540,3.2,2.09
,,r004,rice and products of rice -- of which:,300,60,..,..,411540,3.2,2.09
,,r005,rice,150,40,..,..,411540,3.2,2.09
,,r006,products of rice,150,40,..,..,411540,3.2,2.09
,,r007,pasta products,530,80,..,..,411540,3.2,2.09
,,r008,flour -- grain,970,130,..,..,411540,3.2,2.09
,,r009,bread -- of which:,3210,230,0.9,0.1,411540,3.2,2.09
,,r010,hard bread,450,60,..,..,411540,3.2,2.09
,,r011,soft white bread,780,100,..,..,411540,3.2,2.09
,,r012,soft brown bread,600,80,..,..,411540,3.2,2.09
,,r013,soft light bread,850,100,..,..,411540,3.2,2.09
,,r014,bread unspecified,530,90,..,..,411540,3.2,2.09
,,r015,pastry-cook products,2140,290,0.6,0.1,411540,3.2,2.09
,,r016,meat,9450,950,2.5,0.2,411540,3.2,2.09
,,r017,fresh -- chilled or frozen meat of bovine animals,1640,290,0.4,0.1,411540,3.2,2.09
,,r018,fresh -- chilled or frozen meat of pig,1730,260,0.5,0.1,411540,3.2,2.09
,,r019,fresh -- chilled or frozen meat of sheep and goat,170,90,..,..,411540,3.2,2.09
,,r020,fresh -- chilled or frozen meat of poultry,890,150,..,..,411540,3.2,2.09
,,r021,dried -- salted or smoked meat and edible meat offal,50,40,..,..,411540,3.2,2.09
,,r022,dried -- salted or smoked meat of pig,1930,200,0.5,0.1,411540,3.2,2.09
,,r023,dried -- salted or smoked other meats,630,590,..,..,411540,3.2,2.09
,,r024,meat -- sausages and meat of sandwiches,1420,170,0.4,0.1,411540,3.2,2.09
,,r025,pastry -- cured meats and provisions,370,100,..,..,411540,3.2,2.09
,,r026,meatdishes,420,100,..,..,411540,3.2,2.09
,,r027,meat - unspecified,190,140,..,..,411540,3.2,2.09
